Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Hanum, Herlina; Wigena, Aji Hamim; Djuraidah, Anik; Mangku, I Wayan; ",Modeling extreme rainfall with Gamma-Pareto distribution,Appl. Math. Sci,9,121,6029-6039,2015,
"Rahmawati, Rita; Djuraidah, Anik; Aidi, M Nur; ","Penggunaan Geographically Weighted Regression (GWR) dengan Pembobot Gauss Kernel untuk Klasifikasi Desa Miskin (Studi Kasus Desa-desa di Kabupaten Jember, Jawa Timur)",Prosiding Seminar Nasional Matematika,5,,43-48,2010,Fakultas Teknologi Informasi dan Sains Universitas Katolik Parahyangan Bandung
"Swarinoto, Yunus S; Wigena, Aji Hamim; ",Statistical Downscaling Suhu Muka Laut Global Untuk Prediksi Total Hujan Bulanan Menggunakan Teknik Pls,,,,,2011,BMKG
"Yunitasari, Dwi; Djuraidah, Anik; Wigena, Aji Hamim; ",Statistical Downscalling with Additive Model for Rainfall Prediction,Statistics and Mathematics,,,90,2014,
"Djuraidah, Anik; Wigena, Aji Hamim; ",Regression for Exploring Rainfall Pattern in Indramayu Regency,Jurnal ILMU DASAR,12,1,50-56,2012,
"Sinaga, Enny Keristiana; Djuraidah, Anik; Wigena, Aji Hamim; ",PENDEKATAN KUADRAT TERKECIL PARSIAL KEKAR UNTUK PENANGANAN PENCILAN PADA DATA KALIBRASI,Forum Statistika dan Komputasi,18,1,,2016,
"Zaikarina, Hilda; Djuraidah, Anik; Wigena, Aji Hamim; ",Lasso and Ridge Quantile Regression using Cross Validation to Estimate Extreme Rainfall,Global Journal of Pure and Applied Mathematics,12,3,3305-3314,2016,
"Wahyuni, Wulan Tri; Darusman, Latifah K; Wigena, Aji Hamim; ",OPTIMIZATION OF EXTRACTION SOLVENT USING SIMPLEX CENTROID WITH AXIAL DESIGN TO OBTAIN PHYLLANTHUS NIRURI HPLC PROFILE,PROCEEDING OF PROCEEDING OF,,,654,2010,
"Erfiani, Erfiani; Wigena, Aji Hamim; Aunuddin, Aunuddin; ",PERBANDINGAN PEMULUSAN KERNEL DAN SPLINE,STATISTIKA: Forum Teori dan Aplikasi Statistika,3,1,68-72,2014,
"Hanum, Herlina; Wigena, Aji Hamim; Djuraidah, Anik; Mangku, I Wayan; ",Modeling Gamma-Pareto distributed data using GLM Gamma,Glob. J. Pure Appl. Math,12,4,3569-3575,2016,
"Haryoko, Urip; Pawitan, Hidayat; Aldrian, Edvin; Wigena, Aji Hamim; ",PENENTUAN DOMAIN SPASIAL NWP DALAM PEMBANGUNAN MODEL OUTPUT STATISTICS,,,,,2014,
"Kudus, Abdul; Aunuddin, Aunuddin; Wigena, Aji Hamim; Sunarlim, Bunawan; ",Analisis Eksplorasi Data Masa Rawat Kelahiran Bayi Menggunakan Pendekatan Pohon Regresi (An Exploratory Analysis of Birth Nursing Home Data Using Regression Tree Approach),STATISTIKA: Journal of Theoretical Statistics and Its Applications,1,1,32-42,2014,
"Soleh, Agus Mohamad; ",LASSO: SOLUSI ALTERNATIF SELEKSI PEUBAH DAN PENYUSUTAN KOEFISIEN MODEL REGRESI LINIER,Forum Statistika dan Komputasi,18,1,,2013,
"Soleh, Agus Mohamad; Darusman, Latifah K; Rafi, Mohamad; ",Model otentikasi komposisi obat bahan alam berdasarkan spektra inframerah dan komponen utama studi kasus: obat bahan alam/fitofarmaka penurun tekanan darah,Forum Statistika dan Komputasi,13,1,,2008,
"SOLEH, AGUS MOHAMAD; ","JUDUL KARYA ILMIAH MAKSIMUM TIGA BARIS, LIMA BELAS KATA TIDAK TERMASUK KATA DEPAN DAN KATA SAMBUNG",,,,,,
"Riyani, Kapti; Setyaningtyas, Tien; Soleh, Agus; ",Fotoreduksi Logam Krom (VI) Menggunakan Fotokatalis Lapis Tipis TiO2-Mn Mesopori dengan Bantuan Lampu Tungsten,Seminar Nasional Teknik Kimia Kejuangan,,,I1,2016,
"Soleh, Agus; Candiasa, I Made; Kom, MI; Widiartini, Ni Ketut; ",Pengaruh Pembelajaran Remedial Berbantuan Tutor Sebaya terhadap Prestasi Belajar Matematika Siswa yang Mengalami Kesulitan Belajar dengan Kovariabel Tingkat Kecemasan,Jurnal Penelitian dan Evaluasi pendidikan,4,,,2014,
"Soleh, Agus M; ",Statistical Downscaling to Predict Monthly Rainfall Using Generalized Linear Model with Gamma Distribution,Informatika Pertanian,24,2,215-222,2016,
"Soleh, Agus; ",PENGARUH PEMBELAJARAN MATEMATIKA DENGAN PEMANFAATAN MEDIA PEMBELAJARAN BERBASIS KOMPUTER TERHADAP PENINGKATAN MINAT BELAJAR SISWA DALAM MENGIKUTI PELAJARAN MATEMATIKA (Pokok Bahasan Bangun Datar Kelas VII SMP Negeri I Baki Tahun Ajaran 2007/2008),,,,,2008,Universitas Muhammadiyah Surakarta
"Sumertajaya, I; Soleh, Agus M; Safitri, Utami Dyah; ",Ipteks Bagi Masy Araka T (IbM) Desa Petir,,,,,2010,IPB (Bogor Agriculture University)
"Soleh, Agus Mohamad; ",Pengembangan Aplikasi Perangkat Lunak Regresi Komponen Utama,FORUM STATISTIKA DAN KOMPUTASI,9,2,,2012,
"Hanif, Iqbal; Soleh, Agus M; Alamudi, Aam; ",PENDUGAAN PARAMETER FUNGSI COBB-DOUGLAS GALAT ADITIF DENGAN ALGORITME GENETIKA,Indonesian Journal of Statistics and Its Applications,1,1,39-55,2017,
"Aidi, Muhammad Nur; Soleh, Agus M; ","Metode Regresi Komponen Utama, Regresi Kuadrat Terkecil Parsial, dan LASSO pada Data Kemiskinan Hasil Olahan Susenas 2012",,,,,2014,
"Soleh, Agus M; Safitri, Utami Dyah; ",Ipteks bagi masyarakat (ibm) desa petir,,,,,2010,Bogor Agricultural University
"SOLEH, AMAT; ",Tinjauan Yuridis Disparitas Dalam Penjatuhan Pidana Pada Perkara Kepemilikan Satwa Langka Tanpa Ijin Menurut Undang-Undang Nomor 5 Tahun 1990 Tentang Konservasi Sumber Daya Alam Hayati Dan Ekosistemnya,,,,,2016,Universitas Muria Kudus
"Soleh, Agus Mohamad; Angraini, Yenni; ",Pengembangan Paket R untuk Analisis Deret Waktu dengan Tampilan User Friendly bagi Praktisi Statistik,,,,,2013,
"Agusta, Ivanovich; Tetiani, Ani; Soleh, Agus M; ",Between Growth Poles and Poverty Alleviation Infrastructure Development Patterns in Rural Indonesia,,,,,2010,IPB (Bogor Agricultural University)
"Iswantini, Dyah; Rafi, Muhamad; Soleh, Agus M; ",Model Otentikasi Komposisi Obat Bahan Alam: Diagram Kontrol Berbasis Plot Komponen Utama Spektra FTIR Bahan Penyusun Obat,,,,,2007,IPB (Bogor Agricultural University)
"Soleh, Agus Mohamad; ",Pemodelan Linier Sebaran Gamma Dan Pareto Terampat Dengan Regularisasi L1 Pada Statistical Downscaling Untuk Pendugaan Curah Hujan Bulanan.,,,,,2015,Bogor Agricultural University (IPB)
"Soleh, Agus; Saputra, Eko Noviarman Yudho Okta; ",PENERAPAN TEKNOLOGI CETAKAN LOGAM DALAM PROSESPENGECORAN PADUAN ALUMUNIUM PADA INDUSTRI KECIL DIPALEMBANG,,,,,2010,Pimnas 2006
"Kusmana, Cecep; Basuki, Sambas; Wilarso, Sri; Ichwandi, Iin; Haridjaja, Oteng; Soleh, Agus; Samsuri, S; ","Directives for Mangrove Forest and Coastal Forest Rehabilitation in Earthquake and Tsunami Disaster Area in the Provinces of Manggroe Aceh Darussalam and Sumatera Utara (Nias Island), Indonesia",Jurnal Manajemen Hutan Tropika,11,2,70-84,2005,
"Erfiani, Erfiani; ",Beberapa Metode Pendekatan untuk Model Kalibrasi Gingerol,STATISTIKA: Journal of Theoretical Statistics and Its Applications,8,1,,2014,
"Erfiani, Erfiani; ",PENDEKATAN REGRESI LINIER UNTUK PEREDUKSIAN DATA KELUARAN FOURIER TRANSFORM INFRARED (FTIR),STATISTIKA: Journal of Theoretical Statistics and Its Applications,4,2,,2014,
"Erfiani, Erfiani; ",Pemampatan Data Keluaran Fourier Transform Infrared (FTIr) Menggunakan Pendekatan Regresi Sekatan (Segmented Regression),STATISTIKA: Journal of Theoretical Statistics and Its Applications,5,1,,2014,
"Bakri, Rizal; Wijayanto, Hari; Afendi, Farit Mochamad; ",Statistical Study of Chemical Structure Similarity Based on Binary Data,,,,,2015,
"Altaf-Ul-Amin, Md; Afendi, Farit Mochamad; Kiboi, Samuel Kuria; Kanaya, Shigehiko; ",Systems biology in the context of big data and networks,BioMed research international,2014,,,2014,Hindawi Publishing Corporation
"Rosyadah, Muchlishah; Afendi, Farit Mochamad; Kusuma, Wisnu Ananta; ",Penguraian Mekanisme Kerja Jamu dengan Menggunakan Analisis Graf Tripartit pada Jejaring Senyawa-Protein-Penyakit,,,,,2016,Bogor Agricultural University (IPB)
"Afendi, Farit Mochamad; Heryanto, Rudi; Darusman, Latifah Kosim; Syahrir, Nur Hilal A; Bakri, Rizal; Qomariasih, Nurul; ",Jamu Informatics: A New Perspective in Jamu Research,CICSJ Bulletin,34,2,47,2016,Division of Chemical Information and Computer Sciences The Chemical Society of Japan
"Afendi, Farit M; Ono, Naoaki; Nakamura, Yukiko; Nakamura, Kensuke; Darusman, Latifah K; Kibinge, Nelson; Morita, Aki Hirai; Tanaka, Ken; Horai, Hisayuki; Altaf-Ul-Amin, Md; ",Data mining methods for omics and knowledge of crude medicinal plants toward big data biology,Computational and Structural Biotechnology Journal,4,5,1-14,2013,Elsevier
"Kanaya, Shigehiko; Altaf-Ul-Amin, Md; Kiboi, Samuel Kuria; Mochamad Afendi, Farit; ",Big data and network biology,BioMed research international,2014,,,2014,Hindawi Publishing Corporation
"Afendi, FM; Darusman, LK; Fukuyama, M; Altaf-Ul-Amin, M; Kanaya, S; ",A bootstrapping approach for investigating the consistency of assignment of plants to Jamu efficacy by PLS-DA model,Malaysian Journal of Mathematical Sciences,6,2,147-164,2012,
"Lukman, Aceng; Baga, Lukaman M; Afendi, Farit M; ",PENGARUH PERSEPSI DOSEN MENGENAI STANDAR MUTU PROSES PEMBELAJARAN TERHADAP PELAKSANAAN PROSES PEMBELAJARAN DI INSTITUT SENI BUDAYA INDONESIA (ISBI) BANDUNG,Jurnal Penelitian Pendidikan,16,2,177-186,2016,
"Wijayanto, Hari; Afendi, Farit Mochamad; ",Ensemble Hybrid Terboboti Pada Model Autokorelasi Spasial Untuk Memprediksi Indeks Pembangunan Manusia Di Pulau Jawa.,,,,,2015,Bogor Agricultural University (IPB)
"Afendi, Farit Mochamad; Hirai, Aki; Altaf-Ul-Amin, Md; Takahashi, Hiroki; Nakamura, Kensuke; Kanaya, Shigehiko; ",Modelling ingredient of jamu to predict its efficacy,Forum Statistika dan Komputasi,15,2,,2010,
"Afendi, Farit Mochamad; Kusumaningrum, Dian; ",. Uji Permutasi Signifikansi Peubah Bebas Dalam Model Partial Least Square (Studi Kasus Aktivitas Antioksidan Dan Toksisitas Temu Ireng).,,,,,2015,Bogor Agricultural University (IPB)
"Afendi, Farit Mochamad; Darusman, Latifah K; Hirai, Aki; Altaf-Ul-Amin, Md; Takahashi, Hiroki; Nakamura, Kensuke; Kanaya, Shigehiko; ",System biology approach for elucidating the relationship between Indonesian herbal plants and the efficacy of Jamu,"Data Mining Workshops (ICDMW), 2010 IEEE International Conference on",,,661-668,2010,IEEE
"Afendi, Farit Mochamad; ",Quantitative Trait Loci Mapping for Trait in Categorical Scale,,,,,2007,IPB (Bogor Agricultural University)
"Nakamura, Yukiko; Mochamad Afendi, Farit; Kawsar Parvin, Aziza; Ono, Naoaki; Tanaka, Ken; Hirai Morita, Aki; Sato, Tetsuo; Sugiura, Tadao; Altaf-Ul-Amin, Md; Kanaya, Shigehiko; ",KNApSAcK metabolite activity database for retrieving the relationships between metabolites and biological activities,Plant and Cell Physiology,55,1,e7-e7,2014,Oxford University Press
"Wulandya, Siti Arni; Afendi, Farit Mochamad; Sumaryada, Tony Ibnu; ",Classification of Active Compounds of Type 2 Antidiabetic Medicinal Plants based on Molecular Docking,,,,,,
"Kanaya, Shigehiko; Altaf-Ul-Amin, Md; Kiboi, Samuel K; Afendi, Farit Mochamad; ",Big Data and Network Biology 2016,BioMed research international,2017,,,2017,Hindawi Publishing Corporation
"Sumertajaya, I; Afendi, Farit M; ","Analisis Persamaan Simultan Dan Perbandingan Konfigurasi Kemiskinan, Pekerja Anak Dan Angka Putus Sekolah Di Indonesia.",,,,,2015,Bogor Agricultural University (IPB)
"Mawati, Rose; Sumertajaya, I Made; Afendi, Farit Mochamad; ",Modified Centroid Selection Method of K-Means Clustering,,,,,,
"Okada, Taketo; Afendi, Farit Mochamad; Katoh, Akira; Hirai, Aki; Kanaya, Shigehiko; ",Multivariate Analysis of Analytical Chemistry Data and Utility of the KNApSAcK Family Database to Understand Metabolic Diversity in Medicinal Plants,Biotechnology for Medicinal Plants,,,413-438,2013,Springer
"Afendi, Farit Mochamad; Sulistiyani, Hirai A; Altaf-Ul-Amin Md, Takahashi H; Nakamura, K; Kanaya, S; ",Bootstrapping jamu dataset to examine assignment consistency of plants to jamu efficacy,"The 2nd International Symposium on Temulawak (May 25-27 2011, Bogor Agricultural University, Bogor, Indonesia)",,,,2011,
"Afendi, Farit Mochamad; Altaf-Ul-Amin, M; Kanaya, S; ",Permutation test in evaluating the significance of plants in PLS-DA model of Jamu ingredients.,"Improving food, energy and environment with better crops. 7th Asian Crop Science Association Conference, IPB International Convention Center, Bogor, Indonesia, 27-30 September 2011",,,429-434,2013,"Research Center for Bioresources and Biotechnology, Bogor Agricultural University"
"Pebriadi, Muhammad Syahid; Dewanto, Vektor; Kusuma, Wisnu Ananta; Afendi, Farit Mochamad; Heryanto, Rudi; ",Learning similarity functions for binary strings via genetic programming,"Advanced Computer Science and Information Systems (ICACSIS), 2016 International Conference on",,,476-483,2016,IEEE
"Bakri, Penulis Rizal; Wijayanto, Hari; Afendi, Farit Mochamad; ",Prediksi Senyawa Aktif Pada Tanaman Obat Berdasarkan Kemiripan Struktur Kimiawi untuk Penyakit Diabetes Tipe II,,,,,,
"Wijaya, Sony Hartono; Husnawati, Husnawati; Afendi, Farit Mochamad; Batubara, Irmanida; Darusman, Latifah K; Altaf-Ul-Amin, Md; Sato, Tetsuo; Ono, Naoaki; Sugiura, Tadao; Kanaya, Shigehiko; ",Supervised clustering based on DPClusO: Prediction of plant-disease relations using Jamu formulas of KNApSAcK database,BioMed research international,2014,,,2014,Hindawi Publishing Corporation
"Wijaya, Sony Hartono; Afendi, Farit Mochamad; Batubara, Irmanida; Darusman, Latifah K; Altaf-Ul-Amin, Md; Kanaya, Shigehiko; ",Finding an appropriate equation to measure similarity between binary vectors: case studies on Indonesian and Japanese herbal medicines,BMC bioinformatics,17,1,520,2016,BioMed Central
"Messakh, Januar Harun Paulus; Aidi, Muhammad Nur; Afendi, Farit Mochamad; ",Rice Harvest Area Modeling With GSTARIMA on Six Provinces in Indonesia,,,,,,
"Afendi, Farit Mochamad; ",Big Data and Network Biology 2016,,,,,,
"HartonoWijaya, Sony; Husnawati, Husnawati; Afendi, Farit Mochamad; Batubara, Irmanida; Darusman, Latifah K; Altaf-Ul-Amin, Md; Sato, Tetsuo; Ono, Naoaki; Sugiura, Tadao; Kanaya, Shigehiko; ",Supervised Clustering Based on DPClusO: Prediction of Plant-Disease Relations Using Jamu Formulas of KNApSAcK Database,,,,,2014,Hindawi Publishing Corporation
"Afendi, Farit Mochamad; ",Pemetaan QTL untuk sifat berskala kategorik,,,,,2006,IPB (Bogor Agricultural University)
"Afendi, Farit Mochamad; Okada, Taketo; Yamazaki, Mami; Hirai-Morita, Aki; Nakamura, Yukiko; Nakamura, Kensuke; Ikeda, Shun; Takahashi, Hiroki; Altaf-Ul-Amin, Md; Darusman, Latifah K; ",KNApSAcK family databases: integrated metabolite–plant species databases for multifaceted plant research,Plant and Cell Physiology,53,2,e1-e1,2011,Oxford University Press
"Sumertajaya, I Made; Afendi, Farit M; ","A SIMULTANEOUS STUDY OF POVERTY RATE, CHILD LABOR AND DROPOUT RATE IN INDONESIA","Proceeding of International Conference On Research, Implementation And Education Of Mathematics And Sciences 2015 (ICRIEMS 2015), Yogyakarta State University, 17-19 May 2015",,,,2015,Faculty of Mathematics and Sciences Yogyakarta State University
"Wijaya, Sony Hartono; Tanaka, Yuki; Altaf-Ul-Amin, Md; Morita, Aki Hirai; Afendi, Farit Mochamad; Batubara, Irmanida; Ono, Naoaki; Darusman, Latifah K; Kanaya, Shigehiko; ",Utilization of KNApSAcK Family Databases for Developing Herbal Medicine Systems,Journal of Computer Aided Chemistry,17,,1-7,2016,Division of Chemical Information and Computer Sciences The Chemical Society of Japan
"Qomariasih, Nurul; Susetyo, Budi; Afendi, Farit Mochamad; ",Analisis Gerombol Simultan Dan Jejaring Farmakologi Pada Penentuan Senyawa Aktif Jamu Anti Diabetes Tipe 2.,,,,,2015,Bogor Agricultral University (IPB)
"Afendi, Farit Mochamad; Altaf-Ul-Amin, Md; Kanaya, Shigehiko; ",Determining Plants as Main Ingredients in Jamu Formulas by Means of Permutation Testing,Chemometrics and Intelligent Laboratory Systems,58,,109-130,2001,
"M Afendi, Farit; K Darusman, Latifah; Hirai Morita, Aki; Altaf-Ul-Amin, Md; Takahashi, Hiroki; Nakamura, Kensuke; Tanaka, Ken; Kanaya, Shigehiko; ",Efficacy prediction of jamu formulations by PLS modeling,Current computer-aided drug design,9,1,46-59,2013,Bentham Science Publishers
"Kanaya, Shigehiko; Altaf-Ul-Amin, Md; Kiboi, Samuel K; Afendi, Farit Mochamad; ",Big data and network biology 2015,BioMed research international,2015,,,2015,Hindawi Publishing Corporation
"Afendi, Farit Mochamad; ",Kajian pemetaan potensi riset dalam rangka penguatan organisasi dan jaminan mutu riset di Institut Pertanian Bogor,,,,,2004,IPB (Bogor Agricultural University)
"Afendi, Farit Mochamad; ",Pemetaan quantitative trait loci untuk sifat berskala kategorik,Jurnal Ilmu Pertanian Indonesia,12,1,15-21,2007,
"Istiqomah, Nurul; Wijayanto, Hari; Afendi, Farit M; ",CLUSTERING DISTRICTS BASED ON INFLUENCED FACTORS OF CHILD UNDERNUTRITION (STUNTING),"Proceeding of International Conference On Research, Implementation And Education Of Mathematics And Sciences 2015 (ICRIEMS 2015), Yogyakarta State University, 17-19 May 2015",,,,2015,Faculty of Mathematics and Sciences Yogyakarta State University
"Mochamad Afendi, Farit; Katsuragi, Tetsuo; Kato, Akira; Nishihara, Noritaka; Nakamura, Kensuke; Nakamura, Yukiko; Tanaka, Ken; Hirai Morita, Aki; Takahashi, Hiroki; Kanaya, Shigehiko; ",Systems biology approaches and metabolomics for understanding Japanese traditional Kampo medicine,Current Pharmacogenomics and Personalized Medicine (Formerly Current Pharmacogenomics),10,2,111-124,2012,Bentham Science Publishers
"Okada, Taketo; Afendi, Farit Mochamad; Yamazaki, Mami; Chida, Kaori Nakahashi; Suzuki, Makoto; Kawai, Rika; Kim, Miyuki; Namiki, Takao; Kanaya, Shigehiko; Saito, Kazuki; ",Informatics framework of traditional Sino-Japanese medicine (Kampo) unveiled by factor analysis,Journal of natural medicines,70,1,107-114,2016,Springer
"Okada, Taketo; Mochamad Afendi, Farit; Altaf-Ul-Amin, Md; Takahashi, Hiroki; Nakamura, Kensuke; Kanaya, Shigehiko; ",Metabolomics of medicinal plants: the importance of multivariate analysis of analytical chemistry data,Current computer-aided drug design,6,3,179-196,2010,Bentham Science Publishers
"Masjkur, Mohammad; ",Fitting various three parametric models of phosphate sorption on kaolinitic and smectitic soils,Journal of Basic Science and Technology,1,2,13-19,2012,
"Masjkur, Mohammad; ",Comparison of Stochastic Soybean Yield Response Functions to Phosphorus Fertilizer,Issues,1,1,,2014,
"MASJKUR, M; KASNO, ANTONIUS; ",The Correlation of Some Soil Chemical Properties with Phosphorus Uptake of Lowland Rice on Kaolinitic and Smectitic Soils,Jurnal Tanah dan Iklim (Indonesian Soil and Climate Journal),,28,,2012,
"Masjkur, Mohammad; Rusman, Maman; ",PERBANDINGAN MODEL RESPON PEMUPUKAN NITROGEN PADA PADI SAWAH,Forum Statistika dan Komputasi,13,1,,2008,
"Prasetyo, Eko Yudhi; Masjkur, Mohammad; Rahman, La Ode Abdul; ",Model Regresi Logistik Biner untuk Identifikasi Faktor-Faktor yang Mempengaruhi Siswa Masuk Jurusan IPA/IPS,,,,,2012,
"Masjkur, Mohammad; Musa, M Sjarkani; Koswara, Oetit; ",Covariance Analysis of Heterogenous Group Data,Forum Pasca Sarjana,18,2,,1995,
"Masjkur, Mohammad; ",Korelasi Parameter Jerapan Fosfor Tanah Kaolinitik dan Smektitik dengan Serapan Fosfor Padi Sawah,"Departemen Statistika, Institut Pertanian Bogor",,,,2008,
"Masjkur, Mohammad; Musa, M Sjarkani; Koswara, Oetit; ",Analisis Peragam Grup Data Heterogen,,,,,1995,IPB (Bogor Agricultural University)
"Masjkur, Mohammad; Sumertajaya, I; ",Analisis korespondensi beberapa kejadian tindak kriminal,,,,,2003,IPB (Bogor Agricultural University)
